protein	KO	enrichM_annotation
PJF22872.1	K02878	"RP-L16, MRPL16, rplP; large subunit ribosomal protein L16"
WP_100206451.1	K12267	msrAB; peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]
WP_100321814.1	K01928	"murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]"
GBD23787.1	K15987	hppA; K(+)-stimulated pyrophosphate-energized sodium pump
GBC76964.1	K01835	pgm; phosphoglucomutase [EC:5.4.2.2]
PKB62681.1	K01679	"E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]"
WP_100918443.1	K01130	"E3.1.6.1, aslA; arylsulfatase [EC:3.1.6.1]"
custom_719480_10	K01736	aroC; chorismate synthase [EC:4.2.3.5]
custom_1168303_1	K15724	erpA; iron-sulfur cluster insertion protein
custom_2166916_9	K01995	livG; branched-chain amino acid transport system ATP-binding protein
PKO33803.1	K02275	"coxB, ctaC; cytochrome c oxidase subunit II [EC:7.1.1.9]"
PKO33912.1	K02200	ccmH; cytochrome c-type biogenesis protein CcmH
custom_484501_19	K07018	K07018; uncharacterized protein
custom_1332573_2	K01534	zntA; Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21]
PKO37166.1	K08083	"algR; two-component system, LytTR family, response regulator AlgR"
custom_1893078_11	K01451	hipO; hippurate hydrolase [EC:3.5.1.32]
custom_1003955_9	K07666	"qseB; two-component system, OmpR family, response regulator QseB"
custom_2202_12	K13283	fieF; ferrous-iron efflux pump FieF
custom_2540470_3	K02305	norC; nitric oxide reductase subunit C
custom_301541_2	K02906	"RP-L3, MRPL3, rplC; large subunit ribosomal protein L3"
custom_1295312_3	K01999	livK; branched-chain amino acid transport system substrate-binding protein
PKO72787.1	K01999	livK; branched-chain amino acid transport system substrate-binding protein
PKO85499.1	K04087	hflC; modulator of FtsH protease HflC
custom_2475933_2	K04759	feoB; ferrous iron transport protein B
custom_145528_2	K01749	"hemC, HMBS; hydroxymethylbilane synthase [EC:2.5.1.61]"
custom_1205086_9	K03592	pmbA; PmbA protein
PKO90470.1	K02453	gspD; general secretion pathway protein D
GBE29179.1	K02358	"tuf, TUFM; elongation factor Tu"
GBE42232.1	K00059	"fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"
WP_101287032.1	K01596	"E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]"
SMB25991.1	K06076	fadL; long-chain fatty acid transport protein
PLX38131.1	K03519	"coxM, cutM; aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3]"
PLX76719.1	K01682	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
PLY14764.1	K04078	"groES, HSPE1; chaperonin GroES"
custom_2523871_26	K02902	"RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28"
WP_102041172.1	K03821	"phbC, phaC; polyhydroxyalkanoate synthase subunit PhaC [EC:2.3.1.-]"
WP_102235956.1	K03977	"engA, der; GTPase"
WP_102248399.1	K03273	"gmhB; D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]"
WP_102612008.1	K10778	"ada; AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]"
WP_103258246.1	K03396	gfa; S-(hydroxymethyl)glutathione synthase [EC:4.4.1.22]
WP_103292412.1	K02234	cobW; cobalamin biosynthesis protein CobW
PPD01258.1	K18979	queG; epoxyqueuosine reductase [EC:1.17.99.6]
PPD56351.1	K05301	sorA; sulfite dehydrogenase (cytochrome) subunit A [EC:1.8.2.1]
WP_104221614.1	K07736	carD; CarD family transcriptional regulator
custom_2180202_3	K02112	"ATPF1B, atpD; F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]"
PPR68671.1	K01679	"E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]"
PPR77540.1	K16846	suyB; (2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24]
WP_106446065.1	K07218	nosD; nitrous oxidase accessory protein
PSR11473.1	K01803	"TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]"
custom_1887343_7	K16092	btuB; vitamin B12 transporter
custom_2503648_25	K02871	"RP-L13, MRPL13, rplM; large subunit ribosomal protein L13"
custom_2335350_49	K01999	livK; branched-chain amino acid transport system substrate-binding protein
custom_2373643_9	K00162	"PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]"
custom_27599_59	K10439	rbsB; ribose transport system substrate-binding protein
WP_106775166.1	K04088	hflK; modulator of FtsH protease HflK
AVT07066.1	K19118	"csd2, cas7; CRISPR-associated protein Csd2"
PTB95949.1	K05979	comB; 2-phosphosulfolactate phosphatase [EC:3.1.3.71]
custom_732311_35	K01999	livK; branched-chain amino acid transport system substrate-binding protein
custom_2451886_24	K01491	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
WP_107743041.1	K07386	pepO; putative endopeptidase [EC:3.4.24.-]
custom_2081026_57	K01647	"CS, gltA; citrate synthase [EC:2.3.3.1]"
custom_2525317_111	K03704	cspA; cold shock protein
custom_737656_13	K01451	hipO; hippurate hydrolase [EC:3.5.1.32]
WP_108515188.1	K01895	"ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]"
WP_108854286.1	K02022	ABC.MR.TX; HlyD family secretion protein
WP_109037238.1	K02663	pilN; type IV pilus assembly protein PilN
custom_2424167_15	K18006	hoxU; [NiFe] hydrogenase diaphorase moiety small subunit [EC:1.12.1.2]
WP_109108376.1	K02519	"infB, MTIF2; translation initiation factor IF-2"
WP_109109007.1	K00074	"paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]"
WP_109206680.1	K02412	fliI; flagellum-specific ATP synthase [EC:7.4.2.8]
custom_1672426_1	K03387	ahpF; NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]
PWT76722.1	K02665	pilP; type IV pilus assembly protein PilP
PWT90381.1	K12132	"prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]"
WP_109811295.1	K09800	tamB; translocation and assembly module TamB
WP_109811838.1	K16150	K16150; glycogen synthase [EC:2.4.1.11]
WP_110016609.1	K18335	K18335; 2-keto-3-deoxy-L-fuconate dehydrogenase [EC:1.1.1.-]
PXX78431.1	K01710	"rfbB, rmlB, rffG; dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]"
WP_110201927.1	K03283	HSPA1s; heat shock 70kDa protein 1/2/6/8
PYK77506.1	K01673	"cynT, can; carbonic anhydrase [EC:4.2.1.1]"
PYK79492.1	K02111	"ATPF1A, atpA; F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]"
PYQ50520.1	K00164	"OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]"
PYT27429.1	K00605	"gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]"
PYV26166.1	K22186	xylD; xylonate dehydratase [EC:4.2.1.82]
PYX20895.1	K18122	"cat2, abfT; 4-hydroxybutyrate CoA-transferase [EC:2.8.3.-]"
PYY24654.1	K07045	K07045; uncharacterized protein
WP_110522462.1	K02316	dnaG; DNA primase [EC:2.7.7.101]
WP_110523465.1	K04754	"mlaA, vacJ; phospholipid-binding lipoprotein MlaA"
PZN04060.1	K00830	AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
PZN56073.1	K14155	"patB, malY; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]"
custom_1092124_197	K00024	mdh; malate dehydrogenase [EC:1.1.1.37]
PZN83938.1	K19118	"csd2, cas7; CRISPR-associated protein Csd2"
PZO56170.1	K00817	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]
custom_2418293_5	K07263	pqqL; zinc protease [EC:3.4.24.-]
custom_1133207_9	K00873	"PK, pyk; pyruvate kinase [EC:2.7.1.40]"
PZR27514.1	K21573	susC; TonB-dependent starch-binding outer membrane protein SusC
custom_901499_77	K00024	mdh; malate dehydrogenase [EC:1.1.1.37]
custom_2631476_315	K02996	"RP-S9, MRPS9, rpsI; small subunit ribosomal protein S9"
custom_316845_75	K02961	"RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17"
custom_1884426_6	K03439	"trmB, METTL1, TRM8; tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]"
WP_111434294.1	K02996	"RP-S9, MRPS9, rpsI; small subunit ribosomal protein S9"
WP_111483238.1	K03776	aer; aerotaxis receptor
WP_111590394.1	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
WP_112144317.1	K03704	cspA; cold shock protein
WP_112246925.1	K03205	"virD4, lvhD4; type IV secretion system protein VirD4 [EC:7.4.2.8]"
WP_112576588.1	K02055	ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
WP_112599666.1	K01951	"guaA, GMPS; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]"
custom_1975238_87	K01903	sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
WP_112749781.1	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
custom_717006_5	K07658	"phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP"
WP_114393363.1	K01902	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
WP_114481836.1	K01876	aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]
RDE48878.1	K07233	"pcoB, copB; copper resistance protein B"
custom_1625746_23	K02232	"cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]"
RDI00528.1	K17227	soxZ; sulfur-oxidizing protein SoxZ
custom_961471_281	K00639	"kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]"
SUX33145.1	K01907	"AACS, acsA; acetoacetyl-CoA synthetase [EC:6.2.1.16]"
RED15421.1	K00311	ETFDH; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
REK06819.1	K13924	"cheBR; two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]"
WP_116499074.1	K04077	"groEL, HSPD1; chaperonin GroEL"
GBL22878.1	K00257	"mbtN, fadE14; acyl-ACP dehydrogenase [EC:1.3.99.-]"
WP_117020359.1	K07154	hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1]
WP_117174729.1	K02456	gspG; general secretion pathway protein G
WP_117241849.1	K03735	eutB; ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]
WP_118864235.1	K02529	"lacI, galR; LacI family transcriptional regulator"
WP_119014034.1	K00266	gltD; glutamate synthase (NADPH) small chain [EC:1.4.1.13]
RIK77179.1	K16091	fecA; Fe(3+) dicitrate transport protein
RIK89759.1	K16092	btuB; vitamin B12 transporter
RIK93078.1	K14170	pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]
WP_119283671.1	K00616	"E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]"
WP_119287610.1	K00405	ccoO; cytochrome c oxidase cbb3-type subunit II
RIX43482.1	K02614	paaI; acyl-CoA thioesterase [EC:3.1.2.-]
custom_296945_14	K00856	"E2.7.1.20, ADK; adenosine kinase [EC:2.7.1.20]"
RIX46749.1	K04087	hflC; modulator of FtsH protease HflC
custom_738427_9	K02954	"RP-S14, MRPS14, rpsN; small subunit ribosomal protein S14"
custom_2624805_11	K06149	uspA; universal stress protein A
WP_119393113.1	K02113	"ATPF1D, atpH; F-type H+-transporting ATPase subunit delta"
WP_119422854.1	K00249	"ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]"
WP_119768919.1	K02674	pilY1; type IV pilus assembly protein PilY1
RJQ33155.1	K02111	"ATPF1A, atpA; F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]"
WP_120295782.1	K00688	"PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]"
WP_120404603.1	K02909	"RP-L31, rpmE; large subunit ribosomal protein L31"
WP_120557252.1	K15726	"czcA, cusA, cnrA; heavy metal efflux system protein"
WP_120611132.1	K02666	pilQ; type IV pilus assembly protein PilQ
RLE29431.1	K07658	"phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP"
WP_121242395.1	K00404	ccoN; cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
WP_121428090.1	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
custom_548275_50	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein
RLS34308.1	K15987	hppA; K(+)-stimulated pyrophosphate-energized sodium pump
RLS51732.1	K00962	"pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]"
RLT12939.1	K00382	"DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]"
RMD98298.1	K02836	prfB; peptide chain release factor 2
RME65152.1	K02988	"RP-S5, MRPS5, rpsE; small subunit ribosomal protein S5"
RME91538.1	K03296	"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family"
RME97841.1	K00406	ccoP; cytochrome c oxidase cbb3-type subunit III
RMF41052.1	K00405	ccoO; cytochrome c oxidase cbb3-type subunit II
RMG26781.1	K02355	"fusA, GFM, EFG; elongation factor G"
RMH20696.1	K01704	"leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]"
WP_123177486.1	K16260	mxaD; mxaD protein
RPG80493.1	K02874	"RP-L14, MRPL14, rplN; large subunit ribosomal protein L14"
RPG88162.1	K03070	secA; preprotein translocase subunit SecA [EC:7.4.2.8]
RPH45748.1	K00626	"E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"
RPJ46603.1	K00404	ccoN; cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
WP_124540844.1	K18139	"oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system"
WP_124542996.1	K03768	"PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]"
WP_124687096.1	K02313	dnaA; chromosomal replication initiator protein
WP_124946663.1	K00928	lysC; aspartate kinase [EC:2.7.2.4]
custom_1584709_1	K18359	padH; phenylglyoxylate dehydrogenase epsilon subunit [EC:1.2.1.58]
RTL07007.1	K04043	"dnaK, HSPA9; molecular chaperone DnaK"
RTL17674.1	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
RTL24234.1	K12132	"prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]"
custom_2454089_4	K22042	"hlyU; ArsR family transcriptional regulator, virulence genes transcriptional regulator"
custom_2371518_1	K05520	pfpI; protease I [EC:3.5.1.124]
custom_820607_2	K01907	"AACS, acsA; acetoacetyl-CoA synthetase [EC:6.2.1.16]"
custom_1965865_3	K00124	"fdoH, fdsB; formate dehydrogenase iron-sulfur subunit"
custom_664933_5	K00374	"narI, narV; nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]"
RTL26469.1	K07157	K07157; uncharacterized protein
custom_1608118_5	K14682	argAB; amino-acid N-acetyltransferase [EC:2.3.1.1]
custom_1256613_10	K09767	yajQ; cyclic-di-GMP-binding protein
custom_2550516_7	K03673	dsbA; protein dithiol oxidoreductase (disulfide-forming) [EC:1.8.4.15]
RTL31833.1	K03814	mtgA; monofunctional glycosyltransferase [EC:2.4.1.129]
custom_1259379_6	K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]
RTL35940.1	K19616	"fitF; two-component system, sensor histidine kinase and response regulator FitF [EC:2.7.13.3]"
RTL36434.1	K08279	caiE; carnitine operon protein CaiE
custom_1891985_27	K03561	exbB; biopolymer transport protein ExbB
RTL38568.1	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
custom_1607186_3	K02653	pilC; type IV pilus assembly protein PilC
RTL43607.1	K07814	K07814; putative two-component system response regulator
RTL51473.1	K07053	"E3.1.3.97; 3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]"
WP_126463609.1	K01687	ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]
RUQ32218.1	K11901	impB; type VI secretion system protein ImpB
RUQ34173.1	K11904	vgrG; type VI secretion system secreted protein VgrG
custom_2170974_12	K00325	pntB; H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]
WP_126727188.1	K01635	"lacD; tagatose 1,6-diphosphate aldolase [EC:4.1.2.40]"
WP_127089964.1	K00405	ccoO; cytochrome c oxidase cbb3-type subunit II
WP_127116297.1	K02989	"RP-S5e, RPS5; small subunit ribosomal protein S5e"
WP_127476993.1	K09794	K09794; uncharacterized protein
WP_127520451.1	K17315	"gtsA, glcE; glucose/mannose transport system substrate-binding protein"
RWM11725.1	K09972	"aapP, bztD; general L-amino acid transport system ATP-binding protein [EC:7.4.2.1]"
custom_1089304_1	K02358	"tuf, TUFM; elongation factor Tu"
custom_402508_2	K02879	"RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17"
WP_128226678.1	K06910	"PEBP1, TFS1; phosphatidylethanolamine-binding protein"
QAA76072.1	K02503	"HINT1, hinT, hit; histidine triad (HIT) family protein"
WP_128625707.1	K03821	"phbC, phaC; polyhydroxyalkanoate synthase subunit PhaC [EC:2.3.1.-]"
custom_1971833_70	K04487	"iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]"
RYF21691.1	K07114	yfbK; Ca-activated chloride channel homolog
RYF24270.1	K00057	gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
RYF24492.1	K01534	zntA; Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21]
custom_1895259_6	K13815	"rpfG; two-component system, response regulator RpfG"
RYG34809.1	K04077	"groEL, HSPD1; chaperonin GroEL"
RYG63852.1	K13182	DDX39; ATP-dependent RNA helicase DDX39 [EC:3.6.4.13]
custom_302090_7	K02601	nusG; transcription termination/antitermination protein NusG
WP_129384469.1	K02519	"infB, MTIF2; translation initiation factor IF-2"
WP_129572018.1	K01534	zntA; Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21]
WP_129635243.1	K00023	phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]
WP_129884494.1	K13924	"cheBR; two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]"
custom_1941116_63	K03969	pspA; phage shock protein A
RZL01450.1	K02655	pilE; type IV pilus assembly protein PilE
RZO32259.1	K06217	"phoH, phoL; phosphate starvation-inducible protein PhoH and related proteins"
RZT93670.1	K00334	nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
custom_864104_17	K02275	"coxB, ctaC; cytochrome c oxidase subunit II [EC:7.1.1.9]"
TAH50311.1	K18929	lldF; L-lactate dehydrogenase complex protein LldF
TAJ60610.1	K15726	"czcA, cusA, cnrA; heavy metal efflux system protein"
custom_1734887_19	K06207	"typA, bipA; GTP-binding protein"
TAK50036.1	K02357	"tsf, TSFM; elongation factor Ts"
custom_198977_2	K02935	"RP-L7, MRPL12, rplL; large subunit ribosomal protein L7/L12"
TAN81111.1	K00773	"tgt, QTRT1; queuine tRNA-ribosyltransferase [EC:2.4.2.29]"
WP_131938855.1	K03088	"rpoE; RNA polymerase sigma-70 factor, ECF subfamily"
WP_132258474.1	K02280	"cpaC, rcpA; pilus assembly protein CpaC"
WP_132420253.1	K06180	rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]
custom_2459463_5	K00767	"nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]"
WP_132543760.1	K00939	"adk, AK; adenylate kinase [EC:2.7.4.3]"
WP_132544237.1	K02668	"pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]"
WP_132782794.1	K01966	"PCCB, pccB; propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]"
custom_2337098_57	K02945	"RP-S1, rpsA; small subunit ribosomal protein S1"
TDP62311.1	K03386	"PRDX2_4, ahpC; peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]"
WP_133597395.1	K03522	"fixB, etfA; electron transfer flavoprotein alpha subunit"
WP_133605307.1	K02406	fliC; flagellin
WP_133683567.1	K01419	"hslV, clpQ; ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]"
WP_133703579.1	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
WP_133773092.1	K02886	"RP-L2, MRPL2, rplB; large subunit ribosomal protein L2"
WP_133797404.1	K03471	rnhC; ribonuclease HIII [EC:3.1.26.4]
custom_467468_20	K06194	nlpD; lipoprotein NlpD
custom_1203079_18	K07307	dmsB; anaerobic dimethyl sulfoxide reductase subunit B
custom_630996_3	K07080	K07080; uncharacterized protein
TEX49412.1	K02200	ccmH; cytochrome c-type biogenesis protein CcmH
custom_899783_5	K00927	"PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]"
BBG72123.1	K01733	thrC; threonine synthase [EC:4.2.3.1]
WP_135085072.1	K19745	acuI; acrylyl-CoA reductase (NADPH) [EC:1.3.1.-]
WP_135191511.1	K02275	"coxB, ctaC; cytochrome c oxidase subunit II [EC:7.1.1.9]"
WP_135206087.1	K00605	"gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]"
WP_135469174.1	K01999	livK; branched-chain amino acid transport system substrate-binding protein
WP_136250357.1	K00927	"PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]"
custom_400987_3	K00832	tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]
WP_136384298.1	K03530	hupB; DNA-binding protein HU-beta
TIL76600.1	K00605	"gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]"
TIW47907.1	K00325	pntB; H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]
TJX47651.1	K11252	H2B; histone H2B
custom_2597837_1	K06886	glbN; hemoglobin
custom_460567_2	K02557	motB; chemotaxis protein MotB
WP_136867249.1	K09791	K09791; uncharacterized protein
WP_136959350.1	K01999	livK; branched-chain amino acid transport system substrate-binding protein
custom_145868_86	K02109	"ATPF0B, atpF; F-type H+-transporting ATPase subunit b"
custom_2063193_50	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein
custom_1818010_27	K09969	"aapJ, bztA; general L-amino acid transport system substrate-binding protein"
custom_1846649_47	K01999	livK; branched-chain amino acid transport system substrate-binding protein
custom_2503648_31	K01915	"glnA, GLUL; glutamine synthetase [EC:6.3.1.2]"
